store_id,first_category_id,second_category_id,product_id,dt,sale_amount,stock_hour6_22_cnt,discount,holiday_flag,activity_flag,precpt,avg_temperature,avg_humidity,avg_wind_level,year,month,day,weekday,discount_effect,avg_stock_sales_ratio,temp_humidity_ratio,weather_impact,is_weekend,is_holiday_activity,category_combo,discount_category_impact,sales_level
1,21,64,806,2024-04-07,0.2,9,1.0,0,0,2.0327,16.54,79.63,1.23,2024,4,7,Sunday,0.2,0.02,0.2051345652982761,6.85681,1,0,21_64,21.0,0
145,16,25,634,2024-04-07,0.2,14,0.887,0,1,3.1862,16.17,86.08,1.32,2024,4,7,Sunday,0.1774,0.013333333333333334,0.1856913183279743,7.027860000000001,1,0,16_25,14.192,0
18,10,33,129,2024-06-10,0.5,12,1.0,1,0,5.0102,26.14,75.24,1.8,2024,6,10,Monday,0.5,0.038461538461538464,0.3428646379853096,11.419060000000002,0,0,10_33,10.0,0
144,20,68,122,2024-04-13,0.7,0,1.0,1,0,1.9463,17.7,81.07,1.71,2024,4,13,Saturday,0.7,0.7,0.21566955038381871,7.15089,1,0,20_68,20.0,0
140,4,53,41,2024-06-21,0.5,0,0.699,0,1,9.9165,26.39,83.66,1.51,2024,6,21,Friday,0.3495,0.5,0.3117174580675644,13.077950000000001,0,0,4_53,2.796,0
34,10,38,672,2024-05-12,0.5,0,1.0,1,1,0.6402,22.23,65.8,1.04,2024,5,12,Sunday,0.5,0.5,0.33278443113772455,8.772060000000002,1,1,10_38,10.0,0
126,20,50,567,2024-04-13,0.8,0,0.808,1,1,1.9465,18.7,80.89,1.61,2024,4,13,Saturday,0.6464000000000001,0.8,0.2283551105141043,7.5809500000000005,1,1,20_50,16.16,1
53,4,28,118,2024-06-19,1.0,3,0.968,0,0,14.1764,26.0,82.85,1.57,2024,6,19,Wednesday,0.968,0.25,0.31007751937984496,14.18192,0,0,4_28,3.872,1
55,4,28,554,2024-04-17,0.8,12,1.0,0,0,0.9458,18.04,74.66,1.73,2024,4,17,Wednesday,0.8,0.06153846153846154,0.23843510441448587,6.98074,0,0,4_28,4.0,1
91,3,15,139,2024-06-12,1.5,4,0.978,0,0,5.4663,25.77,80.3,1.57,2024,6,12,Wednesday,1.467,0.3,0.3169741697416974,11.47689,0,0,3_15,2.934,1
151,8,29,77,2024-04-25,0.1,16,0.8830000162124634,0,1,3.8263,19.66,74.77,1.44,2024,4,25,Thursday,0.08830000162124635,0.0058823529411764705,0.25946944701069025,8.57989,0,0,8_29,7.064000129699707,0
112,8,29,84,2024-06-09,0.8,7,0.895,1,1,5.0534,26.19,75.97,1.39,2024,6,9,Sunday,0.7160000000000001,0.1,0.3402624399116539,11.57502,1,1,8_29,7.16,1
140,4,53,41,2024-06-04,0.0,9,0.8830000162124634,0,1,1.3506,24.47,73.53,1.86,2024,6,4,Tuesday,0.0,0.0,0.32832416476586607,9.63518,0,0,4_53,3.5320000648498535,0
140,14,40,793,2024-04-25,0.3,13,1.0,0,0,3.8704,20.02,78.02,1.31,2024,4,25,Thursday,0.3,0.02142857142857143,0.25335358137180464,8.77612,0,0,14_40,14.0,0
145,4,53,23,2024-05-31,1.3,0,1.0,0,0,2.6692,22.66,77.17,1.46,2024,5,31,Friday,1.3,1.3,0.28988102852756814,9.42676,0,0,4_53,4.0,1
91,29,76,452,2024-06-08,0.3,0,0.923,1,1,2.3637,25.17,74.04,1.64,2024,6,8,Saturday,0.2769,0.3,0.33542110874200426,10.285110000000003,1,1,29_76,26.767000000000003,0
142,10,38,672,2024-06-18,0.0,0,0.8320000171661377,0,1,14.2335,26.32,84.64,1.59,2024,6,18,Tuesday,0.0,0.0,0.30733302195235873,14.32105,0,0,10_38,8.320000171661377,0
151,8,8,192,2024-05-26,0.9,0,1.0,1,0,0.8619,22.56,67.04,2.02,2024,5,26,Sunday,0.9,0.9,0.33156966490299816,8.67657,1,0,8_8,8.0,1
46,16,25,290,2024-05-10,1.0,7,1.0,0,0,1.4658,19.72,71.48,1.84,2024,5,10,Friday,1.0,0.125,0.2720750551876379,7.775740000000001,0,0,16_25,16.0,1
60,31,79,110,2024-05-25,0.7,0,1.0,1,0,0.8794,24.06,70.0,1.73,2024,5,25,Saturday,0.7,0.7,0.3388732394366197,9.368820000000001,1,0,31_79,31.0,0
29,4,53,578,2024-05-14,1.5,1,0.992,0,0,2.2421,21.79,69.18,2.19,2024,5,14,Tuesday,1.488,0.75,0.31048731832430887,8.73163,0,0,4_53,3.968,1
143,16,25,313,2024-06-08,0.6,10,1.0,1,0,2.3714,25.45,73.75,1.45,2024,6,8,Saturday,0.6,0.05454545454545454,0.34046822742474914,10.45642,1,0,16_25,16.0,0
8,21,64,691,2024-06-21,5.8,0,0.823,0,1,7.1044,26.59,82.09,1.64,2024,6,21,Friday,4.7734,5.8,0.3200144421711397,12.275320000000002,0,0,21_64,17.282999999999998,1
84,4,28,21,2024-05-19,1.0,4,0.957,1,1,2.2854,23.6,73.29,2.32,2024,5,19,Sunday,0.957,0.2,0.31767398034728767,9.429620000000002,1,1,4_28,3.828,1
74,0,21,686,2024-06-10,1.6,9,0.967,1,0,2.8024,24.76,78.49,1.52,2024,6,10,Monday,1.5472000000000001,0.16,0.31148572147439935,10.288720000000001,0,0,0_21,0.0,1
29,7,17,473,2024-06-08,0.5,0,0.952,1,0,2.363,25.17,73.72,1.64,2024,6,8,Saturday,0.476,0.5,0.3368576017130621,10.284900000000002,1,0,7_17,6.664,0
148,20,58,728,2024-04-30,0.3,0,1.0,0,0,2.74,20.06,77.85,1.55,2024,4,30,Tuesday,0.3,0.3,0.25440710209258083,8.381,0,0,20_58,20.0,0
46,4,28,18,2024-05-11,0.1,0,1.0,1,0,1.9434,20.73,72.09,1.66,2024,5,11,Saturday,0.1,0.1,0.2836229306334656,8.37702,1,0,4_28,4.0,0
134,24,11,577,2024-05-12,0.6,0,1.0,1,0,0.6064,22.37,65.73,1.18,2024,5,12,Sunday,0.6,0.6,0.33523153004645584,8.775920000000001,1,0,24_11,24.0,0
62,4,53,90,2024-05-25,1.2,0,1.0,1,0,1.0088,23.97,66.66,1.84,2024,5,25,Saturday,1.2,1.2,0.3542713567839196,9.33864,1,0,4_53,4.0,1
134,20,58,515,2024-05-01,0.6,0,0.87,1,1,2.3002,20.42,73.45,1.14,2024,5,1,Wednesday,0.522,0.6,0.274278038952317,8.516060000000001,0,1,20_58,17.4,0
1,29,76,740,2024-05-10,1.0,0,1.0,0,0,1.6203,20.43,65.36,1.67,2024,5,10,Friday,1.0,1.0,0.3078661844484629,8.157090000000002,0,0,29_76,29.0,1
140,18,80,763,2024-05-06,1.4,0,0.943,0,1,2.6586,21.07,73.73,1.26,2024,5,6,Monday,1.3201999999999998,1.4,0.28194834738391544,8.84758,0,0,18_80,16.974,1
53,10,38,715,2024-05-07,0.6,0,1.0,0,0,0.2721,21.35,68.3,1.05,2024,5,7,Tuesday,0.6,0.6,0.3080808080808081,8.306630000000002,0,0,10_38,10.0,0
74,16,25,296,2024-04-01,1.4,5,0.86,0,1,3.8429,14.99,81.21,1.55,2024,4,1,Monday,1.204,0.2333333333333333,0.1823379150954872,6.683870000000001,0,0,16_25,13.76,1
121,5,7,802,2024-04-25,0.9,0,0.828,0,0,3.6535,19.82,79.16,1.53,2024,4,25,Thursday,0.7452,0.9,0.2472554890219561,8.565050000000001,0,0,5_7,4.14,1
93,4,28,117,2024-04-26,4.3,7,1.0,0,0,2.3276,20.33,72.29,1.22,2024,4,26,Friday,4.3,0.5375,0.27739118570064125,8.46428,0,0,4_28,4.0,1
84,29,76,580,2024-05-25,2.4,0,1.0,1,0,1.0066,23.76,66.93,1.98,2024,5,25,Saturday,2.4,2.4,0.3497718239364051,9.211980000000002,1,0,29_76,29.0,1
46,16,25,290,2024-06-16,1.4,5,0.999,1,0,7.7943,26.08,82.61,1.39,2024,6,16,Sunday,1.3985999999999998,0.2333333333333333,0.3119244109556273,12.35329,1,0,16_25,15.984,1
118,21,64,259,2024-04-26,0.0,16,1.0,0,0,3.2702,20.01,77.32,1.45,2024,4,26,Friday,0.0,0.0,0.25549029622063335,8.55006,0,0,21_64,21.0,0
0,18,80,764,2024-05-08,0.6,11,0.933,0,1,0.8385,20.87,64.79,2.25,2024,5,8,Wednesday,0.5598,0.049999999999999996,0.31722146222830216,7.924550000000001,0,0,18_80,16.794,0
18,0,13,98,2024-06-09,0.5,0,0.829,1,1,5.3304,26.73,76.15,1.59,2024,6,9,Sunday,0.4145,0.5,0.34646791963707063,11.814119999999999,1,1,0_13,0.0,0
24,10,33,114,2024-04-29,1.0,0,1.0,0,0,2.3719,20.46,76.28,1.47,2024,4,29,Monday,1.0,1.0,0.26475155279503104,8.45457,0,0,10_33,10.0,1
91,16,27,250,2024-04-14,0.8,12,0.981,1,0,3.4507,17.14,78.39,1.73,2024,4,14,Sunday,0.7848,0.06153846153846154,0.2158962085905026,7.372210000000001,1,0,16_27,15.696,1
128,20,50,212,2024-05-12,0.3,0,1.0,1,0,0.6034,22.18,65.62,1.25,2024,5,12,Sunday,0.3,0.3,0.332933053137196,8.67802,1,0,20_50,20.0,0
74,13,1,627,2024-06-23,0.2,0,1.0,1,0,12.755,26.6,85.82,1.32,2024,6,23,Sunday,0.2,0.2,0.3063810181985718,14.0705,1,0,13_1,13.0,0
46,7,17,362,2024-05-04,0.1,11,1.0,1,0,2.8556,20.83,75.51,1.85,2024,5,4,Saturday,0.1,0.008333333333333333,0.2722519932035028,8.63368,1,0,7_17,7.0,0
91,16,27,250,2024-06-14,0.5,0,1.0,0,0,6.4676,26.99,77.41,1.78,2024,6,14,Friday,0.5,0.5,0.34421629894146155,12.202279999999998,0,0,16_27,16.0,0
41,21,64,691,2024-05-24,4.4,0,1.0,0,0,0.3751,22.85,67.75,1.77,2024,5,24,Friday,4.4,4.4,0.33236363636363636,8.72153,0,0,21_64,21.0,1
96,4,28,213,2024-05-19,0.6,0,1.0,1,0,2.1276,23.97,73.37,1.38,2024,5,19,Sunday,0.6,0.6,0.3223073820088745,9.81228,1,0,4_28,4.0,0
84,4,28,500,2024-05-09,1.0,0,0.8870000243186951,0,1,0.4965,20.76,67.79,1.98,2024,5,9,Thursday,0.8870000243186951,1.0,0.30178805058874836,7.858949999999999,0,0,4_28,3.5480000972747803,1
118,8,29,109,2024-06-08,0.5,0,1.0,1,0,3.9589,25.14,75.65,1.52,2024,6,8,Saturday,0.5,0.5,0.3279843444227006,10.787670000000002,1,0,8_29,8.0,0
132,20,58,223,2024-05-18,0.8,0,0.851,1,1,1.1014,22.13,76.41,1.59,2024,5,18,Saturday,0.6808000000000001,0.8,0.28588037721224646,8.70542,1,1,20_58,17.02,1
95,4,28,20,2024-05-20,0.4,5,0.837,0,1,1.4589,22.65,79.71,1.57,2024,5,20,Monday,0.3348,0.06666666666666667,0.2806343699665469,9.026670000000001,0,0,4_28,3.348,0
8,10,38,682,2024-04-01,1.5,2,0.807,0,1,3.5386,15.37,78.26,1.25,2024,4,1,Monday,1.2105000000000001,0.5,0.1939187484229119,6.83458,0,0,10_38,8.07,1
142,5,5,768,2024-04-16,0.3,0,0.559,0,0,2.7338,18.66,76.93,1.53,2024,4,16,Tuesday,0.16770000000000002,0.3,0.23944565635827023,7.825140000000001,0,0,5_5,2.7950000000000004,0
61,4,28,215,2024-06-18,2.6,0,0.525,0,1,13.2446,26.77,81.9,1.77,2024,6,18,Tuesday,1.3650000000000002,2.6,0.32291917973462,14.15038,0,0,4_28,2.1,1
1,18,45,374,2024-05-10,0.5,0,1.0,0,0,1.6203,20.43,65.36,1.67,2024,5,10,Friday,0.5,0.5,0.3078661844484629,8.157090000000002,0,0,18_45,18.0,0
78,31,79,110,2024-03-29,0.2,0,1.0,0,0,3.0337,15.71,76.61,1.53,2024,3,29,Friday,0.2,0.2,0.202422368251514,6.735110000000001,0,0,31_79,31.0,0
145,10,38,715,2024-06-13,0.4,0,1.0,0,0,8.2334,25.39,86.69,1.66,2024,6,13,Thursday,0.4,0.4,0.28954270726422626,12.128020000000001,0,0,10_38,10.0,0
84,4,28,70,2024-05-05,4.4,0,1.0,1,0,2.5025,20.06,73.73,1.7,2024,5,5,Sunday,4.4,4.4,0.2684330255586779,8.26475,1,0,4_28,4.0,1
148,4,28,21,2024-04-03,0.2,10,1.0,0,0,2.8333,17.52,77.48,1.46,2024,4,3,Wednesday,0.2,0.018181818181818184,0.22324159021406725,7.41999,0,0,4_28,4.0,0
145,31,79,373,2024-06-10,1.1,0,0.852,1,1,3.4062,24.78,84.75,1.59,2024,6,10,Monday,0.9372,1.1,0.2889795918367347,10.45686,0,1,31_79,26.412,1
147,16,25,638,2024-06-21,1.3,0,0.869,0,1,7.2127,26.59,84.14,1.5,2024,6,21,Friday,1.1297,1.3,0.3123091378905332,12.349810000000002,0,0,16_25,13.904,1
58,20,50,6,2024-06-13,1.2,0,0.647,0,1,7.1998,26.51,78.77,1.52,2024,6,13,Thursday,0.7764,1.2,0.3323304500438762,12.307940000000002,0,0,20_50,12.940000000000001,1
128,16,27,424,2024-05-05,0.1,2,1.0,1,0,2.7086,20.67,74.05,1.62,2024,5,5,Sunday,0.1,0.03333333333333333,0.2754163890739507,8.59458,1,0,16_27,16.0,0
100,20,58,223,2024-05-07,0.7,0,0.851,0,1,0.5369,20.61,68.15,1.41,2024,5,7,Tuesday,0.5956999999999999,0.7,0.29804772234273313,7.98207,0,0,20_58,17.02,0
1,4,28,79,2024-04-08,0.5,7,0.643,0,1,1.4231,16.21,77.23,1.23,2024,4,8,Monday,0.3215,0.0625,0.2072095104179982,6.541930000000001,0,0,4_28,2.572,0
58,20,50,212,2024-04-22,0.3,0,1.0,0,0,2.2454,18.36,77.2,1.31,2024,4,22,Monday,0.3,0.3,0.23478260869565215,7.624620000000001,0,0,20_50,20.0,0
142,20,50,300,2024-04-15,3.3,2,0.999,0,0,2.6336,18.2,79.6,1.75,2024,4,15,Monday,3.2967,1.0999999999999999,0.22580645161290322,7.5450800000000005,0,0,20_50,19.98,1
67,31,79,688,2024-05-01,0.5,0,0.849,1,1,2.3228,19.65,73.48,1.18,2024,5,1,Wednesday,0.4245,0.5,0.263829215896885,8.20284,0,1,31_79,26.319,0
100,20,50,104,2024-04-18,0.8,0,1.0,0,0,0.9593,17.81,75.08,1.9,2024,4,18,Thursday,0.8,0.8,0.23409568874868558,6.84179,0,0,20_50,20.0,1
145,20,68,122,2024-06-05,3.38,0,0.986,0,0,2.2131,23.41,84.23,1.93,2024,6,5,Wednesday,3.33268,3.38,0.27466854393992723,9.44893,0,0,20_68,19.72,1
109,7,17,415,2024-05-21,0.4,0,1.0,0,0,1.768,23.46,70.13,1.92,2024,5,21,Tuesday,0.4,0.4,0.3298186419232392,9.3384,0,0,7_17,7.0,0
58,15,42,58,2024-05-07,0.8,0,0.888,0,1,0.7408,21.21,68.25,1.4,2024,5,7,Tuesday,0.7104,0.8,0.30628158844765346,8.28624,0,0,15_42,13.32,1
95,16,27,224,2024-04-12,0.9,9,1.0,0,0,4.629,17.56,85.01,1.59,2024,4,12,Friday,0.9,0.09,0.20416230670852223,7.935699999999999,0,0,16_27,16.0,1
145,16,25,634,2024-05-02,0.8,0,0.923,1,0,1.4965,20.17,77.5,1.67,2024,5,2,Thursday,0.7384000000000001,0.8,0.2569426751592357,8.015950000000002,0,0,16_25,14.768,1
59,20,68,769,2024-06-04,0.8,0,0.709,0,1,1.2604,24.02,70.99,1.73,2024,6,4,Tuesday,0.5672,0.8,0.3336574524239478,9.46712,0,0,20_68,14.18,1
115,4,28,207,2024-04-10,0.0,16,1.0,0,0,2.2489,17.94,75.82,2.03,2024,4,10,Wednesday,0.0,0.0,0.23353293413173656,7.241670000000001,0,0,4_28,4.0,0
1,4,28,190,2024-06-14,2.2,0,1.0,0,0,6.4732,26.92,77.54,1.73,2024,6,14,Friday,2.2,2.2,0.34275528393175453,12.19096,0,0,4_28,4.0,1
19,5,6,38,2024-04-27,0.7,0,0.785,1,1,1.5771,19.48,75.59,1.52,2024,4,27,Saturday,0.5495,0.7,0.25434129781955866,7.8091300000000015,1,1,5_6,3.9250000000000003,0
60,11,35,829,2024-06-13,0.0,16,1.0,0,0,7.6869,26.44,81.66,1.59,2024,6,13,Thursday,0.0,0.0,0.31986450520203247,12.40507,0,0,11_35,11.0,0
143,4,53,774,2024-06-11,0.7,0,1.0,0,0,5.6967,25.51,76.54,1.5,2024,6,11,Tuesday,0.7,0.7,0.3289914882641217,11.46301,0,0,4_53,4.0,0
112,29,76,580,2024-04-11,1.7,4,0.929,0,0,2.611,17.36,78.48,2.11,2024,4,11,Thursday,1.5793000000000001,0.33999999999999997,0.21841972823351785,7.0943,0,0,29_76,26.941000000000003,1
61,4,28,117,2024-05-01,4.1,0,1.0,1,0,2.2981,20.43,73.45,1.14,2024,5,1,Wednesday,4.1,4.1,0.2744123572867696,8.51943,0,0,4_28,4.0,1
115,31,79,110,2024-04-26,0.4,0,1.0,0,0,2.3273,20.3,72.3,1.22,2024,4,26,Friday,0.4,0.4,0.27694406548431105,8.452190000000002,0,0,31_79,31.0,0
100,20,58,127,2024-05-05,0.8,3,0.961,1,0,2.5021,20.06,73.73,1.7,2024,5,5,Sunday,0.7688,0.2,0.2684330255586779,8.264629999999999,1,0,20_58,19.22,1
104,29,76,740,2024-05-11,0.1,11,1.0,1,0,2.1748,21.74,71.77,1.49,2024,5,11,Saturday,0.1,0.008333333333333333,0.2987494846777518,8.901440000000001,1,0,29_76,29.0,0
150,20,68,122,2024-04-08,0.9,10,0.922,0,1,1.4168,17.41,77.06,1.13,2024,4,8,Monday,0.8298000000000001,0.08181818181818182,0.22303356392518575,7.050040000000001,0,0,20_68,18.44,1
55,16,26,345,2024-06-02,0.2,0,1.0,1,0,1.7642,23.57,70.07,1.71,2024,6,2,Sunday,0.2,0.2,0.33164485718305897,9.444260000000002,1,0,16_26,16.0,0
60,4,28,117,2024-06-06,3.3,0,1.0,0,0,1.1778,24.84,78.28,1.43,2024,6,6,Thursday,3.3,3.3,0.3133198789101917,9.860339999999999,0,0,4_28,4.0,1
131,20,58,17,2024-05-31,0.2,0,1.0,0,0,2.4676,22.52,73.16,1.66,2024,5,31,Friday,0.2,0.2,0.3036677454153182,9.250280000000002,0,0,20_58,20.0,0
12,20,58,223,2024-06-10,0.4,0,0.766,1,1,5.167,25.55,76.29,1.52,2024,6,10,Monday,0.3064,0.4,0.33057316599818864,11.314100000000002,0,1,20_58,15.32,0
60,22,81,783,2024-05-15,0.9,3,0.833,0,1,1.3291,22.16,70.04,1.62,2024,5,15,Wednesday,0.7497,0.225,0.3119369369369369,8.77673,0,0,22_81,18.326,1
8,10,38,682,2024-04-18,0.6,11,0.807,0,1,0.9314,18.11,75.16,1.71,2024,4,18,Thursday,0.4842,0.049999999999999996,0.2377888655462185,7.01042,0,0,10_38,8.07,0
132,22,81,783,2024-04-28,0.7,0,0.825,1,1,3.4387,20.31,80.66,1.75,2024,4,28,Sunday,0.5774999999999999,0.7,0.24871418074944893,8.63061,1,1,22_81,18.15,0
81,4,28,118,2024-06-09,1.2,6,1.0,1,0,5.0391,26.19,76.18,1.39,2024,6,9,Sunday,1.2,0.17142857142857143,0.3393366157035501,11.570730000000001,1,0,4_28,4.0,1
62,16,27,635,2024-06-08,0.6,11,0.827,1,1,2.5755,26.07,73.61,1.77,2024,6,8,Saturday,0.4962,0.049999999999999996,0.3494169682348211,10.66965,1,1,16_27,13.232,0
148,31,79,387,2024-05-21,1.2,0,0.906,0,1,1.2147,23.72,74.91,1.32,2024,5,21,Tuesday,1.0872,1.2,0.3124752996970096,9.456409999999998,0,0,31_79,28.086000000000002,1
145,10,33,650,2024-05-09,1.1,4,0.858,0,1,0.7341,20.95,75.13,1.78,2024,5,9,Thursday,0.9438000000000001,0.22000000000000003,0.2751871798239853,8.066230000000001,0,0,10_33,8.58,1
121,21,64,468,2024-06-14,0.7,0,1.0,0,0,5.7613,27.05,81.91,1.32,2024,6,14,Friday,0.7,0.7,0.3262573875286455,12.15239,0,0,21_64,21.0,0
104,16,25,290,2024-04-15,0.5,5,1.0,0,0,2.4387,18.33,76.03,1.48,2024,4,15,Monday,0.5,0.08333333333333333,0.23795923666104113,7.619610000000001,0,0,16_25,16.0,0
129,4,53,23,2024-04-10,0.3,5,1.0,0,0,1.2439,18.04,80.57,1.87,2024,4,10,Wednesday,0.3,0.049999999999999996,0.22115974010052716,7.02817,0,0,4_53,4.0,0
19,16,27,250,2024-04-21,0.7,12,0.824,1,1,1.5681,19.65,74.22,1.46,2024,4,21,Sunday,0.5768,0.05384615384615384,0.26123371443764953,7.89243,1,1,16_27,13.184,0
81,28,72,834,2024-06-05,3.1,0,0.995,0,0,1.3036,24.24,71.48,1.85,2024,6,5,Wednesday,3.0845000000000002,3.1,0.3344370860927152,9.53208,0,0,28_72,27.86,1
60,16,27,293,2024-03-29,0.7,4,1.0,0,0,5.0418,15.43,82.53,1.34,2024,3,29,Friday,0.7,0.13999999999999999,0.1847240512390758,7.28254,0,0,16_27,16.0,0
121,10,33,449,2024-05-04,0.8,0,1.0,1,0,3.0798,21.83,76.01,1.38,2024,5,4,Saturday,0.8,0.8,0.2834696792624334,9.24194,1,0,10_33,10.0,1
29,21,64,691,2024-05-19,5.3,0,0.997,1,0,2.2833,23.34,73.52,1.48,2024,5,19,Sunday,5.2841,5.3,0.3132045088566828,9.57699,1,0,21_64,20.937,1
24,10,57,760,2024-06-14,0.5,0,1.0,0,0,6.4903,27.53,76.86,1.45,2024,6,14,Friday,0.5,0.5,0.35358335473927566,12.52409,0,0,10_57,10.0,0
29,10,33,116,2024-06-07,1.1,5,0.891,0,1,1.8128,25.07,73.48,1.52,2024,6,7,Friday,0.9801000000000001,0.18333333333333335,0.33660042964554243,10.11584,0,0,10_33,8.91,1
95,20,50,6,2024-05-17,0.9,6,0.736,0,1,0.4091,23.34,78.19,1.48,2024,5,17,Friday,0.6624,0.1285714285714286,0.2947341836090416,9.01473,0,0,20_50,14.719999999999999,1
95,24,66,370,2024-04-14,1.3,4,1.0,1,0,3.8789,17.68,83.09,1.62,2024,4,14,Sunday,1.3,0.26,0.2102509216315852,7.749670000000001,1,0,24_66,24.0,1
62,29,76,596,2024-04-06,1.1,4,1.0,1,0,2.8092,17.41,78.35,1.37,2024,4,6,Saturday,1.1,0.22000000000000003,0.21940768746061753,7.395760000000001,1,0,29_76,29.0,1
119,30,75,699,2024-06-12,0.3,0,0.953,0,0,5.4849,25.77,80.11,1.5,2024,6,12,Wednesday,0.2859,0.3,0.31771668105042533,11.50347,0,0,30_75,28.59,0
132,4,53,774,2024-05-23,0.6,0,1.0,0,0,2.0535,22.88,72.46,1.86,2024,5,23,Thursday,0.6,0.6,0.3114620201470188,9.210049999999999,0,0,4_53,4.0,0
81,5,7,37,2024-04-03,0.0,16,1.0,0,0,1.7324,16.21,76.2,1.46,2024,4,3,Wednesday,0.0,0.0,0.2099740932642487,6.5657200000000016,0,0,5_7,5.0,0
60,16,25,633,2024-04-10,0.4,4,0.719,0,1,1.2438,18.04,80.56,1.87,2024,4,10,Wednesday,0.2876,0.08,0.22118685630210885,7.0281400000000005,0,0,16_25,11.504,0
151,20,50,822,2024-05-17,0.0,16,1.0,0,0,0.6136,22.51,70.55,1.66,2024,5,17,Friday,0.0,0.0,0.3146051712089448,8.690080000000002,0,0,20_50,20.0,0
61,31,79,110,2024-04-28,0.9,8,0.905,1,1,3.1533,21.36,76.42,1.61,2024,4,28,Sunday,0.8145,0.1,0.2758977008524929,9.00699,1,1,31_79,28.055,1
135,4,28,554,2024-05-30,0.5,6,1.0,0,0,1.2943,22.89,67.56,1.91,2024,5,30,Thursday,0.5,0.07142857142857142,0.3338681446907818,8.97129,0,0,4_28,4.0,0
144,8,29,201,2024-03-31,0.9,11,1.0,1,0,1.5618,16.13,77.4,1.76,2024,3,31,Sunday,0.9,0.075,0.20573979591836733,6.39254,1,0,8_29,8.0,1
59,29,76,596,2024-05-06,1.3,10,0.935,0,0,2.0569,20.5,70.35,1.29,2024,5,6,Monday,1.2155,0.11818181818181818,0.2873160476524177,8.43007,0,0,29_76,27.115000000000002,1
67,29,78,600,2024-04-09,0.7,11,1.0,0,0,3.8577,17.05,77.55,1.7,2024,4,9,Tuesday,0.7,0.05833333333333333,0.21705919796308085,7.46731,0,0,29_78,29.0,0
60,4,28,140,2024-03-31,0.7,13,0.977,1,0,2.1205,16.43,80.15,1.66,2024,3,31,Sunday,0.6839,0.049999999999999996,0.2024645717806531,6.71015,1,0,4_28,3.908,0
1,23,10,644,2024-05-27,1.9,3,0.61,0,1,2.1201,22.66,66.49,1.86,2024,5,27,Monday,1.159,0.475,0.33575344495480813,9.14203,0,0,23_10,14.03,1
118,21,64,216,2024-04-03,0.4,0,0.884,0,1,3.0086,17.54,75.96,1.31,2024,4,3,Wednesday,0.3536,0.4,0.22791060291060292,7.525580000000001,0,0,21_64,18.564,0
151,4,28,19,2024-03-28,1.6,4,1.0,0,0,1.7,15.48,73.54,1.97,2024,3,28,Thursday,1.6,0.32,0.20767373222430907,6.111,0,0,4_28,4.0,1
131,16,25,633,2024-04-04,0.4,8,0.719,1,1,1.6238,15.74,75.74,1.67,2024,4,4,Thursday,0.2876,0.044444444444444446,0.20510815741464689,6.28214,0,1,16_25,11.504,0
55,21,64,806,2024-06-11,0.4,0,1.0,0,0,5.6877,25.28,76.68,1.75,2024,6,11,Tuesday,0.4,0.4,0.325437693099897,11.293310000000002,0,0,21_64,21.0,0
